payment_id,subscription_id,payment_date,amount,payment_method
731,2993,2022-01-29,640,Credit Card
732,957,2022-04-13,341,Credit Card
733,1896,2024-03-08,558,Net Banking
734,389,2023-09-08,650,Credit Card
735,583,2022-12-03,450,Net Banking
736,2794,2023-02-03,326,Debit Card
737,689,2023-10-12,311,Net Banking
738,2938,2023-09-28,488,Debit Card
739,1291,2024-04-17,436,Credit Card
740,2796,2022-07-01,299,Credit Card
741,2732,2022-05-19,392,Net Banking
742,1286,2024-03-14,588,UPI
743,244,2022-01-11,379,Net Banking
744,2866,2024-07-30,324,Credit Card
745,1309,2022-04-24,471,Debit Card
746,2947,2024-08-10,392,UPI
747,2682,2023-12-04,650,UPI
748,1803,2023-10-11,615,UPI
749,132,2023-03-25,443,Credit Card
750,2017,2022-04-13,690,Net Banking
751,2885,2022-07-15,365,Net Banking
752,2437,2023-07-18,324,UPI
753,2902,2024-01-31,601,UPI
754,2638,2022-01-29,417,Credit Card
755,198,2022-01-10,500,UPI
756,2776,2023-09-29,409,UPI
757,2955,2022-01-13,403,Credit Card
758,13,2022-10-12,477,Debit Card
759,129,2024-06-18,408,Net Banking
760,187,2023-06-03,612,UPI
761,264,2022-03-15,576,UPI
762,2568,2023-09-21,347,Debit Card
763,2679,2022-12-11,614,Debit Card
764,2235,2023-01-03,476,Debit Card
765,1532,2023-12-04,589,UPI
766,601,2022-02-16,484,Net Banking
767,290,2022-02-04,329,Net Banking
768,1995,2023-08-07,594,Credit Card
769,2639,2022-01-20,502,Net Banking
770,2243,2022-03-02,336,Net Banking
771,2938,2023-03-26,543,UPI
772,181,2024-03-07,655,Debit Card
773,1962,2023-05-28,435,Debit Card
774,2936,2024-06-30,410,Debit Card
775,2336,2024-05-18,446,UPI
776,2380,2023-12-17,490,Debit Card
777,85,2022-01-03,500,Net Banking
778,1878,2023-01-22,687,Debit Card
779,1369,2022-12-02,303,Debit Card
780,659,2023-10-11,477,Credit Card
781,299,2023-05-21,407,Net Banking
782,1283,2022-09-19,365,Net Banking
783,753,2022-10-20,353,Net Banking
784,2201,2022-09-18,393,Credit Card
785,2572,2022-07-11,637,Debit Card
786,897,2024-03-19,412,UPI
787,1356,2024-05-26,347,Credit Card
788,63,2024-01-25,315,Credit Card
789,2635,2024-07-05,514,Credit Card
790,1459,2022-09-08,301,Net Banking
791,2091,2022-09-17,423,Credit Card
792,621,2024-06-26,358,Credit Card
793,1573,2023-02-07,526,Debit Card
794,558,2023-09-24,302,UPI
795,2779,2022-12-09,532,UPI
796,2305,2023-07-24,577,Net Banking
797,1325,2024-05-27,588,Debit Card
798,360,2022-06-25,602,Net Banking
799,1277,2022-06-21,501,Credit Card
800,946,2024-09-03,422,Net Banking
801,2749,2024-04-03,390,Credit Card
802,2844,2022-05-25,533,UPI
803,1449,2023-06-18,394,Credit Card
804,1048,2023-04-19,536,Credit Card
805,2847,2023-09-03,363,Credit Card
806,1823,2022-04-28,345,UPI
807,664,2022-08-20,664,Credit Card
808,742,2022-07-13,519,Debit Card
809,406,2023-10-25,610,Debit Card
810,277,2022-12-28,567,Credit Card
811,2140,2023-08-10,549,Credit Card
812,2812,2023-01-10,588,Credit Card
813,1777,2022-04-19,694,Credit Card
814,2061,2023-03-24,407,UPI
815,1362,2023-07-18,580,Credit Card
816,2992,2023-08-26,459,Net Banking
817,2828,2024-09-23,539,Debit Card
818,2884,2023-12-09,347,Net Banking
819,2278,2023-06-14,321,Credit Card
820,1392,2024-07-28,420,Net Banking
821,2192,2024-02-23,657,Debit Card
822,276,2023-07-15,491,Debit Card
823,2083,2024-07-19,596,Net Banking
824,707,2024-04-02,559,UPI
825,1359,2024-09-11,458,Credit Card
826,2693,2022-04-09,562,Debit Card
827,689,2024-01-10,685,Net Banking
828,666,2022-01-02,326,Debit Card
829,2258,2022-08-07,613,UPI
830,2199,2022-05-11,619,Debit Card
831,555,2023-11-10,378,Credit Card
832,1033,2022-04-01,441,UPI
833,1996,2022-10-13,634,Debit Card
834,2995,2022-05-15,682,Credit Card
835,271,2023-03-08,483,Debit Card
836,2872,2022-01-11,643,Debit Card
837,2570,2024-01-23,305,Debit Card
838,148,2023-10-12,405,Credit Card
839,1135,2024-08-17,664,Debit Card
840,898,2024-05-22,366,Debit Card
841,2937,2023-03-26,553,UPI
842,521,2023-12-14,351,Debit Card
843,1528,2024-01-06,398,Credit Card
844,536,2023-05-31,346,Net Banking
845,1375,2024-06-26,323,Net Banking
846,1039,2023-02-10,399,Credit Card
847,2795,2024-04-24,328,UPI
848,2930,2024-03-23,603,Debit Card
849,1803,2023-04-13,534,UPI
850,1630,2024-07-13,598,Credit Card
851,2504,2023-07-05,413,Debit Card
852,291,2023-12-02,310,Debit Card
853,2451,2022-04-02,511,Credit Card
854,1924,2022-11-02,492,Credit Card
855,652,2023-08-20,682,Debit Card
856,489,2024-08-24,313,UPI
857,1016,2024-05-12,678,UPI
858,274,2023-09-27,497,Net Banking
859,665,2022-06-04,589,Credit Card
860,832,2024-08-19,359,Net Banking
861,1995,2022-01-15,555,Credit Card
862,1503,2023-02-20,584,UPI
863,1711,2024-05-11,500,Net Banking
864,167,2023-01-28,418,Net Banking
865,627,2022-03-28,591,Net Banking
866,1483,2023-01-06,329,UPI
867,2381,2022-10-21,697,UPI
868,1231,2023-11-03,317,Net Banking
869,1768,2023-02-05,399,UPI
870,2477,2024-02-28,395,Debit Card
871,2325,2023-03-03,475,Credit Card
872,1239,2023-10-25,608,Net Banking
873,686,2023-04-10,396,Debit Card
874,692,2023-01-30,367,Net Banking
875,482,2022-04-01,450,Debit Card
876,1048,2022-08-10,509,Debit Card
877,1408,2024-08-21,634,UPI
878,1092,2023-11-21,376,Credit Card
879,2782,2023-06-12,561,Credit Card
880,2187,2024-01-23,551,Credit Card
881,2551,2024-08-10,507,Debit Card
882,2620,2022-09-03,669,UPI
883,2914,2022-03-28,635,Net Banking
884,1080,2022-08-14,401,UPI
885,981,2024-06-27,367,UPI
886,1888,2024-09-24,394,UPI
887,2731,2022-02-28,485,Debit Card
888,922,2022-09-09,432,Debit Card
889,143,2024-04-08,652,Debit Card
890,318,2022-03-22,660,UPI
891,2739,2023-06-26,554,Net Banking
892,115,2023-01-18,667,UPI
893,1515,2024-06-03,538,Net Banking
894,2826,2023-08-01,644,UPI
895,2046,2022-12-05,531,Net Banking
896,2404,2023-12-31,667,UPI
897,2957,2024-03-01,624,UPI
898,817,2023-01-05,421,Net Banking
899,1519,2023-08-01,540,UPI
900,1610,2023-01-31,671,Net Banking
901,261,2023-03-18,405,UPI
902,519,2022-03-22,389,UPI
903,1170,2023-01-14,310,Credit Card
904,2346,2022-12-07,615,UPI
905,2081,2022-03-31,473,Debit Card
906,1635,2023-09-03,372,UPI
907,1521,2023-08-13,494,Net Banking
908,1238,2024-05-14,527,Debit Card
909,463,2024-05-23,421,Credit Card
910,1857,2024-06-09,440,Debit Card
911,982,2023-01-12,696,Credit Card
912,1089,2022-07-05,496,Credit Card
913,1172,2022-02-23,640,UPI
914,2666,2023-07-12,597,Debit Card
915,1016,2024-03-22,379,Net Banking
916,477,2022-11-05,696,UPI
917,1266,2022-08-07,666,Credit Card
918,1855,2023-08-04,510,Debit Card
919,2695,2024-02-28,533,Debit Card
920,428,2024-09-11,647,Credit Card
921,123,2023-07-01,629,Credit Card
922,2031,2024-08-20,570,UPI
923,685,2022-05-26,360,Credit Card
924,1509,2024-01-18,580,Net Banking
925,379,2024-07-27,584,UPI
926,1304,2022-06-10,406,UPI
927,2695,2022-10-14,677,Debit Card
928,1774,2024-06-29,557,Net Banking
929,1064,2022-10-01,647,Net Banking
930,200,2022-04-26,553,Debit Card
931,2633,2024-09-15,382,Credit Card
932,2833,2023-06-26,509,UPI
933,605,2022-08-16,526,Net Banking
934,1856,2022-05-16,594,Net Banking
935,1640,2023-11-30,464,Net Banking
936,772,2022-07-19,538,Credit Card
937,457,2022-10-13,330,Credit Card
938,2578,2023-12-19,481,Debit Card
939,1800,2024-08-12,573,Credit Card
940,101,2024-08-07,487,UPI
941,2659,2023-06-16,636,Credit Card
942,149,2022-01-26,376,Net Banking
943,2796,2022-07-02,672,Debit Card
944,270,2022-11-13,394,UPI
945,1897,2023-11-10,398,Credit Card
946,1743,2022-01-28,608,UPI
947,929,2024-09-17,592,Credit Card
948,892,2024-02-21,502,Credit Card
949,2025,2022-06-18,316,Debit Card
950,499,2022-07-22,492,UPI
951,1438,2023-12-28,377,Net Banking
952,721,2024-07-17,668,Credit Card
953,2462,2023-10-23,394,Net Banking
954,1009,2022-12-19,364,UPI
955,2521,2022-12-27,636,Debit Card
956,962,2022-06-01,385,Debit Card
957,2622,2023-12-11,693,Net Banking
958,930,2023-12-18,614,Debit Card
959,2139,2023-09-10,610,Debit Card
960,6,2022-10-22,485,Net Banking
961,2832,2023-12-12,699,Debit Card
962,1451,2022-08-19,365,Debit Card
963,1734,2023-03-14,343,UPI
964,143,2023-04-26,502,Credit Card
965,201,2023-07-19,534,Credit Card
966,2095,2022-07-11,498,Net Banking
967,495,2024-02-22,557,Debit Card
968,819,2023-01-26,318,Credit Card
969,58,2023-05-19,362,Debit Card
970,1624,2022-04-13,480,Debit Card
971,2287,2023-11-26,585,Debit Card
972,2893,2022-04-02,551,Net Banking
973,2898,2024-02-20,433,UPI
974,1649,2023-05-05,401,UPI
975,1813,2024-02-11,433,Debit Card
976,595,2022-08-03,409,Debit Card
977,581,2024-09-02,381,Credit Card
978,2600,2022-04-19,685,UPI
979,1040,2022-06-07,476,Debit Card
980,2939,2024-04-15,639,Debit Card
981,732,2024-01-22,480,Net Banking
982,235,2023-01-22,392,UPI
983,865,2023-01-16,634,Credit Card
984,1596,2022-09-06,624,Net Banking
985,1003,2022-03-10,630,Credit Card
986,2178,2022-02-26,438,Net Banking
987,2801,2024-03-23,550,UPI
988,429,2024-04-27,419,Credit Card
989,1989,2023-11-17,460,Debit Card
990,2290,2024-08-30,455,Credit Card
991,2676,2023-07-30,464,Debit Card
992,56,2024-06-28,636,Credit Card
993,901,2024-03-04,496,Debit Card
994,1644,2023-11-08,328,UPI
995,2720,2023-02-13,416,Net Banking
996,2691,2023-01-10,496,Credit Card
997,1286,2024-01-19,440,Net Banking
998,185,2023-01-06,462,UPI
999,2330,2022-03-16,388,Credit Card
1000,1509,2022-03-30,518,UPI
1001,295,2022-03-21,588,UPI
1002,1352,2023-03-15,438,Credit Card
1003,2333,2024-08-13,642,Credit Card
1004,2361,2024-01-09,491,Debit Card
1005,2421,2022-11-25,529,Net Banking
1006,1466,2024-04-04,393,Credit Card
1007,1955,2024-04-02,299,Debit Card
1008,75,2022-09-17,385,Net Banking
1009,649,2023-11-14,306,Credit Card
1010,2551,2024-06-06,632,Net Banking
1011,394,2022-05-20,672,Credit Card
1012,614,2022-11-11,336,Debit Card
1013,2342,2022-09-07,683,Net Banking
1014,2541,2023-02-18,535,Net Banking
1015,1663,2022-02-07,588,Net Banking
1016,884,2022-03-17,383,Net Banking
1017,2010,2024-07-03,546,Debit Card
1018,328,2024-03-28,607,Debit Card
1019,541,2023-03-25,632,Net Banking
1020,2765,2024-02-22,313,Net Banking
1021,1390,2023-12-14,594,Net Banking
1022,2658,2023-07-12,514,UPI
1023,972,2024-05-10,625,Debit Card
1024,2585,2023-12-03,591,UPI
1025,832,2022-04-29,607,Credit Card
1026,2581,2024-02-28,494,UPI
1027,1265,2022-07-12,314,UPI
1028,745,2022-08-27,362,Debit Card
1029,188,2022-06-12,360,Credit Card
1030,1442,2024-05-12,311,UPI
1031,1992,2024-04-06,492,UPI
1032,1159,2023-07-31,626,Net Banking
1033,1164,2023-05-07,302,Credit Card
1034,5,2022-05-24,514,Net Banking
1035,1621,2022-11-10,457,Net Banking
1036,2034,2023-02-15,451,Net Banking
1037,2430,2023-04-06,457,Credit Card
1038,1720,2024-04-15,402,Net Banking
1039,1424,2023-03-13,652,Credit Card
1040,1053,2024-05-28,468,Credit Card
1041,95,2023-02-21,424,UPI
1042,1290,2023-12-17,411,Net Banking
1043,816,2022-02-08,600,Net Banking
1044,1116,2023-08-02,517,Debit Card
1045,1903,2023-03-28,339,Credit Card
1046,2601,2023-08-03,631,UPI
1047,563,2023-08-06,655,Net Banking
1048,913,2022-11-25,404,Credit Card
1049,2846,2023-01-15,602,Net Banking
1050,2946,2022-01-09,390,UPI
1051,1433,2022-04-23,381,Debit Card
1052,1896,2023-02-28,644,Debit Card
1053,1748,2022-11-03,419,Credit Card
1054,1287,2023-09-21,447,UPI
1055,2506,2023-02-07,477,UPI
1056,1696,2023-11-05,521,Debit Card
1057,1223,2024-09-22,468,UPI
1058,1197,2024-02-03,412,UPI
1059,2905,2022-09-21,336,UPI
1060,2507,2022-05-05,501,Debit Card
1061,2489,2022-09-06,660,UPI
1062,1130,2023-08-16,529,UPI
1063,928,2023-08-12,437,Net Banking
1064,1081,2022-01-18,568,Debit Card
1065,599,2022-08-18,323,UPI
1066,2051,2023-03-07,364,Net Banking
1067,2964,2024-08-15,410,UPI
1068,409,2022-09-13,379,Credit Card
1069,33,2024-07-04,688,Net Banking
1070,529,2022-03-04,652,Debit Card
1071,472,2024-05-31,544,Credit Card
1072,1962,2022-12-01,453,UPI
1073,790,2022-10-21,621,Net Banking
1074,1518,2022-12-11,540,Debit Card
1075,515,2022-02-08,424,Credit Card
1076,176,2022-11-06,441,Net Banking
1077,1247,2023-01-26,331,Debit Card
1078,2964,2023-09-18,413,Credit Card
1079,113,2022-05-25,676,UPI
1080,437,2022-05-20,697,Credit Card
1081,836,2024-01-22,535,UPI
1082,1612,2024-06-04,481,Net Banking
1083,780,2022-12-05,597,UPI
1084,2573,2023-11-25,540,Credit Card
1085,2275,2024-08-20,519,Credit Card
1086,2350,2023-09-17,410,Credit Card
1087,1070,2023-12-24,483,UPI
1088,775,2022-09-23,655,UPI
1089,1625,2023-02-02,412,Credit Card
1090,297,2022-08-17,576,UPI
1091,197,2024-06-25,403,UPI
1092,752,2022-07-15,507,Debit Card
1093,2748,2024-01-29,368,Credit Card
1094,1019,2022-07-19,457,Net Banking
1095,1200,2022-07-07,434,Net Banking
1096,852,2023-11-03,354,Credit Card
1097,1234,2022-08-26,638,Net Banking
1098,2926,2023-08-17,511,Net Banking
1099,2213,2024-05-01,313,Credit Card
1100,2262,2024-03-21,632,UPI
1101,2912,2023-12-26,371,UPI
1102,1563,2024-02-11,597,Credit Card
1103,627,2024-06-26,633,Credit Card
1104,2649,2023-11-10,548,Net Banking
1105,1172,2022-03-07,537,UPI
1106,772,2022-02-08,453,Debit Card
1107,1305,2022-03-01,378,Debit Card
1108,2198,2024-03-23,486,Credit Card
1109,670,2022-06-15,585,UPI
1110,1730,2023-02-05,472,Debit Card
1111,1837,2024-02-09,471,Debit Card
1112,815,2022-07-25,367,Debit Card
1113,2555,2024-03-23,418,Credit Card
1114,559,2022-01-17,367,UPI
1115,1644,2023-08-11,354,Debit Card
1116,838,2024-06-17,304,Debit Card
1117,90,2022-08-13,400,UPI
1118,1673,2023-04-25,524,Credit Card
1119,2836,2022-05-06,642,Net Banking
1120,1869,2023-01-09,304,Net Banking
1121,1749,2022-05-26,696,Net Banking
1122,2498,2023-09-17,476,UPI
1123,1021,2024-07-09,682,Credit Card
1124,711,2022-10-12,627,UPI
1125,863,2022-02-27,339,Debit Card
1126,946,2024-01-23,596,UPI
1127,1998,2022-06-24,419,Credit Card
1128,888,2022-10-05,665,Debit Card
1129,192,2022-05-11,575,UPI
1130,1878,2022-03-11,596,Credit Card
1131,373,2023-04-11,666,Debit Card
1132,670,2023-11-09,366,UPI
1133,214,2024-06-21,490,Credit Card
1134,1800,2024-04-13,668,Net Banking
1135,1061,2023-11-08,578,Net Banking
1136,2989,2024-03-05,351,Net Banking
1137,2631,2023-10-14,652,Net Banking
1138,1316,2024-04-24,432,Net Banking
1139,434,2023-09-30,606,Debit Card
1140,1081,2022-02-21,496,UPI
1141,2621,2023-07-09,415,Net Banking
1142,632,2024-03-18,645,Net Banking
1143,2577,2022-06-01,472,Credit Card
1144,737,2022-06-09,461,Credit Card
1145,2396,2024-03-11,651,UPI
1146,1579,2023-02-08,687,UPI
1147,2919,2022-09-18,558,Debit Card
1148,1014,2023-05-13,426,Debit Card
1149,1849,2023-08-11,692,Credit Card
1150,764,2022-04-13,365,Credit Card
1151,353,2022-02-18,360,Net Banking
1152,2104,2022-02-12,419,UPI
1153,2820,2023-07-21,511,Credit Card
1154,2743,2024-07-27,336,Net Banking
1155,203,2024-06-02,547,UPI
1156,2841,2022-02-06,621,Debit Card
1157,2451,2022-06-04,479,Credit Card
1158,2408,2024-09-21,616,UPI
1159,2845,2022-12-30,390,UPI
1160,449,2023-05-21,351,Debit Card
1161,719,2022-05-26,551,Net Banking
1162,1043,2022-09-13,411,Net Banking
1163,745,2022-06-17,309,UPI
1164,1185,2022-06-03,372,Credit Card
1165,1539,2022-06-30,491,UPI
1166,2807,2024-04-10,432,Net Banking
1167,788,2024-07-19,398,Credit Card
1168,2836,2023-07-07,399,Debit Card
1169,1188,2022-10-29,453,Net Banking
1170,76,2022-11-09,556,Net Banking
1171,2084,2023-09-06,596,UPI
1172,49,2022-10-05,536,Credit Card
1173,681,2022-01-11,490,Net Banking
1174,2079,2023-12-02,477,Credit Card
1175,2508,2024-02-24,459,Debit Card
1176,2793,2023-04-04,553,UPI
1177,2556,2023-12-20,392,Net Banking
1178,1750,2023-10-12,635,Debit Card
1179,656,2024-08-28,605,UPI
1180,1697,2022-08-27,436,Debit Card
1181,1853,2024-08-01,553,Net Banking
1182,1307,2024-03-24,386,Debit Card
1183,1470,2023-08-04,377,Credit Card
1184,1714,2022-03-24,503,UPI
1185,2224,2022-03-27,371,Debit Card
1186,114,2023-11-01,487,Debit Card
1187,619,2023-08-30,445,Credit Card
1188,293,2022-11-27,692,Net Banking
1189,895,2022-02-13,376,UPI
1190,1294,2024-02-15,639,Net Banking
1191,953,2023-03-23,424,Net Banking
1192,2738,2024-01-08,377,Net Banking
1193,706,2024-04-26,617,UPI
1194,2721,2024-02-22,391,Credit Card
1195,1768,2023-01-22,337,UPI
1196,2717,2022-09-23,618,Credit Card
1197,2648,2023-11-16,581,UPI
1198,398,2022-07-19,403,Credit Card
1199,914,2023-11-02,574,Credit Card
1200,179,2022-10-07,592,Debit Card
1201,2886,2024-05-26,379,Credit Card
1202,2632,2022-03-27,389,Debit Card
1203,387,2024-08-30,387,Credit Card
1204,1525,2024-02-07,450,Credit Card
1205,2914,2023-01-17,574,Debit Card
1206,1784,2023-07-11,512,Net Banking
1207,1645,2022-11-02,303,Credit Card
1208,2388,2022-04-23,570,UPI
1209,1074,2023-07-24,574,Credit Card
1210,1596,2022-11-13,455,Debit Card
1211,2760,2022-01-01,320,Net Banking
1212,728,2023-08-07,556,Net Banking
1213,1812,2023-10-16,567,Net Banking
1214,1002,2024-05-01,459,UPI
1215,1589,2023-10-16,504,UPI
1216,1636,2024-02-06,458,Credit Card
1217,2441,2023-03-22,669,Debit Card
1218,892,2022-10-31,636,Debit Card
1219,458,2023-09-18,371,Net Banking
1220,594,2022-07-03,337,Debit Card
1221,750,2022-01-18,455,Credit Card
1222,187,2022-10-19,382,UPI
1223,2179,2022-08-11,356,UPI
1224,1990,2024-08-18,560,Credit Card
1225,369,2023-04-28,613,Net Banking
1226,629,2024-04-25,688,Net Banking
1227,2409,2023-09-17,603,UPI
1228,2357,2023-12-09,568,Credit Card
1229,2670,2022-06-14,562,Debit Card
1230,455,2024-01-24,580,Credit Card
1231,234,2022-08-13,520,Net Banking
1232,1679,2022-01-22,676,Debit Card
1233,2893,2022-01-03,330,Credit Card
1234,1425,2024-08-16,399,Debit Card
1235,2209,2022-12-11,398,Net Banking
1236,773,2024-06-12,348,Credit Card
1237,1318,2023-10-09,322,UPI
1238,736,2022-10-04,424,Debit Card
1239,2253,2023-12-28,299,UPI
1240,2266,2023-12-07,381,Net Banking
1241,2523,2022-06-25,636,Credit Card
1242,245,2023-04-07,502,Net Banking
1243,672,2024-04-22,533,Net Banking
1244,1000,2024-05-28,415,Debit Card
1245,2277,2024-06-29,404,Net Banking
1246,2758,2024-03-19,403,Debit Card
1247,1982,2023-02-22,681,Credit Card
1248,2072,2022-12-11,624,Credit Card
1249,2586,2024-09-13,576,Net Banking
1250,726,2023-02-12,531,Credit Card
1251,1016,2023-03-21,581,UPI
1252,446,2022-01-01,337,Debit Card
1253,636,2023-11-11,557,Debit Card
1254,824,2024-07-10,414,Debit Card
1255,407,2023-11-21,575,Debit Card
1256,1431,2024-07-08,394,Net Banking
1257,2458,2024-01-16,331,Net Banking
1258,1333,2023-12-27,690,Credit Card
1259,1664,2024-09-02,545,Net Banking
1260,1580,2022-04-08,632,Credit Card
1261,1731,2024-02-13,621,UPI
1262,2384,2022-06-21,302,Credit Card
1263,2680,2024-04-12,435,Debit Card
1264,308,2023-09-29,364,Net Banking
1265,2486,2023-04-01,508,Credit Card
1266,1887,2024-07-29,556,Credit Card
1267,1444,2024-09-20,602,Net Banking
1268,2374,2024-05-23,572,Debit Card
1269,2217,2023-12-11,452,UPI
1270,2707,2023-05-25,390,Credit Card
1271,2934,2024-04-21,673,Debit Card
1272,2874,2023-02-05,491,UPI
1273,2851,2024-09-03,503,Net Banking
1274,700,2023-09-19,480,Credit Card
1275,567,2022-11-28,528,Debit Card
1276,1262,2023-09-24,558,Debit Card
1277,1407,2022-11-30,413,UPI
1278,2750,2023-03-22,620,Credit Card
1279,1821,2024-01-26,451,Debit Card
1280,2373,2024-06-01,610,Credit Card
1281,1823,2022-10-02,620,Net Banking
1282,585,2024-02-23,615,Net Banking
1283,1733,2023-08-28,454,Credit Card
1284,1794,2023-08-11,615,Net Banking
1285,1985,2022-01-23,586,Credit Card
1286,2267,2024-03-11,603,Net Banking
1287,1258,2023-12-04,647,Net Banking
1288,1045,2023-07-27,479,UPI
1289,1662,2022-10-10,337,Debit Card
1290,2492,2024-04-01,557,UPI
1291,461,2023-02-25,535,Debit Card
1292,1184,2024-05-09,533,UPI
1293,845,2023-02-13,674,Credit Card
1294,1560,2022-10-27,696,Credit Card
1295,1087,2022-10-24,460,Credit Card
1296,2478,2022-06-20,638,Net Banking
1297,41,2022-12-01,386,Credit Card
1298,129,2022-06-17,503,Debit Card
1299,1879,2022-02-10,502,Net Banking
1300,1188,2023-07-21,607,Credit Card
1301,75,2024-05-10,577,Debit Card
1302,1109,2023-07-02,428,UPI
1303,2131,2022-04-17,693,Debit Card
1304,3,2023-07-24,575,Debit Card
1305,2727,2024-04-03,320,UPI
1306,1977,2022-11-09,640,Debit Card
1307,2535,2023-09-02,676,Net Banking
1308,1073,2024-05-03,679,Credit Card
1309,2267,2022-12-22,511,Debit Card
1310,60,2022-06-02,527,UPI
1311,53,2022-02-18,299,Debit Card
1312,189,2023-11-27,475,Net Banking
1313,2781,2023-02-17,351,UPI
1314,2643,2022-07-28,307,UPI
1315,1587,2022-10-27,348,UPI
1316,2316,2022-07-16,523,UPI
1317,1770,2023-04-05,590,Credit Card
1318,2059,2024-02-19,544,Credit Card
1319,2678,2022-05-02,570,Net Banking
1320,664,2023-03-01,628,Credit Card
1321,128,2022-04-26,622,Debit Card
1322,1752,2023-01-17,651,Credit Card
1323,195,2022-08-25,437,UPI
1324,1242,2024-08-30,428,Debit Card
1325,2464,2023-09-02,321,Net Banking
1326,1983,2022-10-08,639,UPI
1327,1729,2023-07-27,504,UPI
1328,676,2022-11-05,318,Net Banking
1329,581,2024-03-17,697,Debit Card
1330,479,2022-11-28,475,Net Banking
1331,1957,2022-05-21,460,Net Banking
1332,731,2022-07-08,391,Credit Card
1333,2495,2022-01-09,468,Debit Card
1334,883,2024-08-12,624,UPI
1335,1801,2024-03-23,314,UPI
1336,2044,2022-11-11,544,Net Banking
1337,1244,2023-07-09,446,UPI
1338,1526,2023-09-04,413,Net Banking
1339,1337,2022-06-24,348,Debit Card
1340,2189,2022-08-19,459,Credit Card
1341,2004,2024-04-30,340,Debit Card
